246,74,Button.left
534,724,Button.left
453,66,Button.left
1086,297,Button.left
894,464,Button.left
Text,Text,Text
1001,452,Button.left
Text,Text,Text
819,768,Button.left
706,73,Button.left
501,66,Button.left
72,303,Button.left
Loop,Loop,Loop
371,390,Button.right
418,544,Button.left
755,555,Button.left
Text,Text,Text
836,545,Button.left
Text,Text,Text
Loop,Loop,Loop
